domain,from_state,command,to_state,actor,guards,side_effects,reversal,error_code
deletion_job,cooling_off,cancel,cancelled,owner,recent_auth_before_execution,organization_access_restored,new_request,DELETION_BLOCKED
deletion_job,scheduled,cancel,cancelled,owner,recent_auth_before_execution_worker_not_started,organization_access_restored,new_request,DELETION_BLOCKED
deletion_job,scheduled,execute,executing,retention_worker,execution_window,delete_by_class,new_organization_from_export,DELETION_FAILED
deletion_job,executing,verify,verified,retention_worker,all_stores_attempted,reconciliation_report,new_deletion_job,DELETION_FAILED
deletion_job,verified,complete,complete,retention_worker,no_unexplained_failures,deletion_certificate,none,DELETION_FAILED
deletion_job,blocked_by_hold,release_hold,cooling_off,retention_worker,hold_released_and_retention_revalidated,resume_notice_and_new_execute_after,cancel,LEGAL_HOLD_ACTIVE
mobile_capture,failed_terminal,retry,local_queued,field_user,local_record_intact_identity_authorized_and_retry_confirmed,new_outbox_attempt,new_local_capture,SYNC_CONFLICT
support_grant,requested,approve,active,tenant_owner_or_admin,recent_auth_scope_ttl,banner_audit,revoke,SUPPORT_GRANT_DENIED
support_grant,active,revoke,revoked,tenant_or_platform_security,authorized_revoke,access_ended_and_alert,new_request,SUPPORT_GRANT_DENIED
support_grant,active,expire,expired,system,ttl_elapsed,access_ended_and_audit,new_request,SUPPORT_GRANT_DENIED
contract_terms,draft,start_validation,validating,commercial_or_pto,draft_complete_and_exact_preview,validation_snapshot,new_contract_terms_draft,CONTRACT_TERMS_CONFLICT
contract_terms,validating,publish,published,commercial_or_pto,fresh_preview_confirmations_and_version,terms_published_and_dependents_enabled,new_version,CONTRACT_TERMS_CONFLICT
contract_terms,published,supersede,superseded,commercial_or_pto,new_published_version,open_scope_impact_actions,new_version,CONTRACT_TERMS_CONFLICT
contract_terms,validating,reject,rejected,validator,invalid_formula_or_missing_confirmation,reason_receipt,new_version,CONTRACT_TERMS_CONFLICT
work_assignment,planned,assign,assigned,project_manager,scope_quantity_terms_rules_references_valid,occurrences_created_and_notification,cancel,ASSIGNMENT_CONFLICT
work_assignment,assigned,accept,accepted,assignee,exact_version_cached_or_online,acknowledgement_receipt,cancel,ASSIGNMENT_CONFLICT
work_assignment,accepted,start,in_progress,assignee,scope_active,capture_enabled,cancel,ASSIGNMENT_CONFLICT
work_assignment,in_progress,submit,submitted,assignee,server_capture_receipt,review_tasks_created_and_assignment_leases_invalidated,return,ASSIGNMENT_CONFLICT
work_assignment,submitted,return,returned,internal_reviewer,structured_reason_and_exact_version,correction_action_and_assignment_leases_invalidated,reassign,ASSIGNMENT_CONFLICT
work_assignment,returned,reassign,assigned,project_manager,reason_and_new_exact_version,assignee_notified_and_assignment_leases_invalidated,cancel,ASSIGNMENT_CONFLICT
work_assignment,submitted,complete,completed,project_manager_or_system,required_occurrences_eligible,completion_receipt_and_assignment_leases_invalidated,new_assignment,ASSIGNMENT_CONFLICT
work_assignment,planned,cancel,cancelled,project_manager,reason_and_no_committed_capture,cancel_receipt,new_assignment,ASSIGNMENT_CONFLICT
work_assignment,assigned,cancel,cancelled,project_manager,reason_and_history_preserved,cancel_receipt,new_assignment,ASSIGNMENT_CONFLICT
work_assignment,accepted,cancel,cancelled,project_manager,reason_and_no_unreversed_quantity,cancel_receipt,new_assignment,ASSIGNMENT_CONFLICT
work_assignment,in_progress,cancel,cancelled,project_manager,reason_and_quantity_impact_previewed,cancel_receipt_and_assignment_leases_invalidated,new_assignment,ASSIGNMENT_CONFLICT
work_assignment,returned,cancel,cancelled,project_manager,reason_and_history_preserved,cancel_receipt_and_assignment_leases_invalidated,new_assignment,ASSIGNMENT_CONFLICT
requirement_occurrence,required,start_capture,capture_pending,field_assignee,exact_assignment_rule_reference_cached,local_outbox_receipt,new_capture,OCCURRENCE_CONFLICT
requirement_occurrence,capture_pending,mark_ready,ready_for_inspection,worker,server_received_valid_minimum,review_task_created,new_capture,OCCURRENCE_CONFLICT
requirement_occurrence,ready_for_inspection,pass,passed,internal_reviewer,exact_version_and_sod,append_hold_decision,new_decision,HOLD_POINT_BLOCKED
requirement_occurrence,ready_for_inspection,pass_with_notes,passed_with_notes,internal_reviewer,exact_version_reason_and_sod,append_hold_decision,new_decision,HOLD_POINT_BLOCKED
requirement_occurrence,ready_for_inspection,fail,failed,internal_reviewer,exact_version_reason_and_sod,correction_action,new_occurrence_revision,HOLD_POINT_BLOCKED
requirement_occurrence,failed,start_correction,capture_pending,field_assignee,new_capture_revision_targets_exact_occurrence,review_task_reopened,new_occurrence_revision,OCCURRENCE_CONFLICT
requirement_occurrence,required,waive,waived,authorized_manager,active_exact_occurrence_waiver_reason_expiry_and_scope,waiver_visible_and_readiness_recomputed,waiver_expire,READINESS_OVERRIDE_DENIED
requirement_occurrence,waived,waiver_expire,required,system,waiver_elapsed_before_closure,risk_and_escalation_visible,new_waiver,OCCURRENCE_CONFLICT
requirement_occurrence,passed,close,closed,authorized_field_or_pm,append_only_concealment_event,readiness_recompute,new_occurrence,HOLD_POINT_BLOCKED
requirement_occurrence,passed_with_notes,close,closed,authorized_field_or_pm,append_only_concealment_event_and_note_ack,readiness_recompute,new_occurrence,HOLD_POINT_BLOCKED
requirement_occurrence,waived,close,closed,authorized_manager,active_visible_waiver_and_event,manifest_marks_waiver,new_occurrence,HOLD_POINT_BLOCKED
requirement_occurrence,required,expire,expired,system,due_elapsed,escalation_and_risk_visible,new_occurrence,OCCURRENCE_CONFLICT
reference_document,draft,start_validation,validating,pto,metadata_original_and_impact_preview,validation_snapshot,new_revision,REFERENCE_STALE
reference_document,validating,publish,published,pto,fresh_preview_and_unique_revision,current_revision_changed,new_revision,REFERENCE_STALE
reference_document,published,supersede,superseded,pto,new_published_revision,stale_reference_actions,new_revision,REFERENCE_STALE
reference_document,validating,reject,rejected,validator,invalid_original_or_metadata,reason_receipt,new_revision,REFERENCE_STALE
typed_evidence,received,validate,valid,worker,allowlisted_schema_and_required_original,occurrence_recompute,invalidate,TYPED_EVIDENCE_INVALID
typed_evidence,received,validate_warning,warning,worker,allowlisted_schema_with_nonblocking_warning,review_task_and_warning,invalidate,TYPED_EVIDENCE_INVALID
typed_evidence,valid,invalidate,invalidated,internal_reviewer,reason_and_exact_version,all_linked_occurrences_recomputed,new_response,TYPED_EVIDENCE_INVALID
typed_evidence,warning,invalidate,invalidated,internal_reviewer,reason_and_exact_version,all_linked_occurrences_recomputed,new_response,TYPED_EVIDENCE_INVALID
review_task,open,assign,assigned,review_manager,reviewer_scope_and_sod,reviewer_notified,cancel,REVIEW_SLA_CONFLICT
review_task,assigned,start,in_review,internal_reviewer,exact_target_version,opened_receipt,reassign,REVIEW_SLA_CONFLICT
review_task,in_review,complete,completed,internal_reviewer,immutable_decision_committed,sla_result_and_readiness,new_task,REVIEW_SLA_CONFLICT
review_task,open,expire,expired,system,due_elapsed,escalation_visible,new_task,REVIEW_SLA_CONFLICT
review_task,assigned,expire,expired,system,due_elapsed,escalation_visible,new_task,REVIEW_SLA_CONFLICT
review_task,open,cancel,cancelled,system_or_review_manager,target_inapplicable,reason_receipt,new_task,REVIEW_SLA_CONFLICT
review_task,assigned,cancel,cancelled,system_or_review_manager,target_inapplicable_or_replaced,reason_receipt,new_task,REVIEW_SLA_CONFLICT
review_task,in_review,cancel,cancelled,system_or_review_manager,target_inapplicable_or_replaced,reason_receipt,new_task,REVIEW_SLA_CONFLICT
review_task,open,reassign,open,review_manager,exact_target_version_scope_and_sod,reassignment_receipt_and_sla_recomputed,reassign,REVIEW_SLA_CONFLICT
review_task,assigned,reassign,assigned,review_manager,exact_target_version_scope_and_sod,reassignment_receipt_and_sla_recomputed,reassign,REVIEW_SLA_CONFLICT
review_task,in_review,reassign,in_review,review_manager,exact_target_version_scope_and_sod,reassignment_receipt_and_sla_recomputed,reassign,REVIEW_SLA_CONFLICT
package_decision_item,pending,finalize_accepted,accepted,system,complete_set_and_amount_equals_submitted,immutable_item_receipt,new_decision_item,PACKAGE_DECISION_UNBALANCED
package_decision_item,pending,finalize_returned,returned,system,complete_set_reason_owner_due_and_zero_amount,immutable_item_receipt,new_decision_item,PACKAGE_DECISION_UNBALANCED
package_decision_item,pending,finalize_modified,modified,system,complete_set_reason_owner_due_and_reduced_amount,immutable_item_receipt,new_decision_item,PACKAGE_DECISION_UNBALANCED
package_decision_item,returned,open_correction,correction_open,system,owner_due_and_source_decision,correction_task_created,new_decision_item,PACKAGE_DECISION_UNBALANCED
package_decision_item,modified,open_correction,correction_open,system,owner_due_and_source_decision,correction_task_created,new_decision_item,PACKAGE_DECISION_UNBALANCED
package_decision_item,correction_open,resolve,resolved,commercial_or_pto,new_package_version_links_correction,resolution_receipt,new_decision_item,PACKAGE_DECISION_UNBALANCED
package_decision_set,pending_reconciliation,reconcile,reconciled,commercial_manager,all_exact_lines_present_and_server_totals_balance,package_state_transition,new_decision_set,PACKAGE_DECISION_UNBALANCED
package_decision_set,pending_reconciliation,supersede,superseded,commercial_manager,newer_authoritative_decision_set,old_receipt_preserved,new_decision_set,PACKAGE_DECISION_UNBALANCED
capture_session,quarantined,approve_authorization_recovery,server_received,security_admin,authorization_exception_exact_version_and_evidence,authorization_receipt_then_normal_scan,none,CAPTURE_AUTHORIZATION_RECOVERY_DENIED
capture_session,quarantined,reject_authorization_recovery,terminal_failed,security_admin,authorization_exception_exact_version_and_reason,rejection_receipt_and_creator_notification,new_revision,CAPTURE_AUTHORIZATION_RECOVERY_DENIED
capture_session,approved,correct_review_decision,pending_review,review_manager,recent_auth_window_open_no_package_claim_no_acceptance_and_exact_current_decision,append_correction_receipt_clear_current_decision_and_create_review_task,new_review_decision,REVIEW_CORRECTION_DOWNSTREAM_LOCKED
capture_session,returned,correct_review_decision,pending_review,review_manager,recent_auth_window_open_no_successor_capture_no_package_claim_and_exact_current_decision,append_correction_receipt_clear_current_decision_and_create_review_task,new_review_decision,REVIEW_CORRECTION_WINDOW_EXPIRED
requirement_waiver,active,expire,expired,system,expires_at_elapsed,requirement_and_readiness_recomputed,new_waiver,WAIVER_EXPIRED
requirement_waiver,active,revoke,revoked,authorized_manager,recent_auth_exact_version_reason_and_occurrence_not_closed,revocation_receipt_requirement_and_readiness_recomputed,new_waiver,WAIVER_REVOKE_CONFLICT
period_close_cycle,preflight,commit,committed,authorized_closer,exact_preflight_hash_and_period_closing,package_snapshot_and_period_close,reopen,PACKAGE_VERSION_CONFLICT
period_close_cycle,preflight,cancel,cancelled,authorized_closer,exact_cycle_and_no_commit,close_lock_released,new_cycle,PERIOD_LOCKED
period_close_cycle,committed,reopen,reopened,authorized_closer,recent_auth_no_submission_no_external_decision_no_acceptance_no_receivable_no_payment,reopen_receipt_and_new_cycle,new_cycle,PERIOD_REOPEN_DENIED
member_offboarding_plan,draft,complete_scan,ready_for_preview,worker,all_cursors_exhausted_and_dependency_hash_fixed,plan_resolution_enabled,expire,MEMBER_OFFBOARDING_PLAN_STALE
member_offboarding_plan,ready_for_preview,save_resolutions,ready_for_preview,owner_admin_or_security,exact_plan_version_and_each_item_resolved_or_blocked,version_and_resolution_count_incremented,save_resolutions,MEMBER_OFFBOARDING_PLAN_STALE
member_offboarding_plan,ready_for_preview,preview,previewed,owner_admin_or_security,scan_complete_no_unresolved_items_no_blockers_and_exact_dependency_versions,short_lived_preview_receipt,expire,MEMBER_OFFBOARDING_PLAN_STALE
member_offboarding_plan,previewed,consume,consumed,owner_admin_or_security,exact_plan_preview_hash_and_membership_version,atomic_reassignment_scope_change_lease_invalidation_and_revocation,new_plan,MEMBER_OFFBOARDING_PLAN_STALE
member_offboarding_plan,draft,expire,expired,system,expires_at_elapsed,discard_unconsumed_plan,new_plan,MEMBER_OFFBOARDING_PLAN_STALE
member_offboarding_plan,ready_for_preview,expire,expired,system,expires_at_elapsed,discard_unconsumed_plan,new_plan,MEMBER_OFFBOARDING_PLAN_STALE
member_offboarding_plan,previewed,expire,expired,system,expires_at_elapsed,discard_unconsumed_plan,new_plan,MEMBER_OFFBOARDING_PLAN_STALE
package_decision_issue,open,resolve,resolved,commercial_manager,explicit_resolution_note_and_reconciliation_still_pending,resolution_receipt,new_issue,PACKAGE_DECISION_ISSUES_OPEN
package_decision_issue,open,cancel,cancelled,system,decision_set_superseded,cancellation_receipt,new_issue,PACKAGE_DECISION_ISSUES_OPEN
export_job,requested,cancel,cancelled,owner_or_admin,recent_auth_and_not_started,cancellation_receipt,new_export,EXPORT_CANCEL_CONFLICT
export_job,authorized,cancel,cancelled,owner_or_admin,recent_auth_and_not_started,cancellation_receipt_and_lease_release,new_export,EXPORT_CANCEL_CONFLICT
export_job,collecting,cancel,cancel_requested,owner_or_admin,recent_auth,worker_stop_requested,new_export,EXPORT_CANCEL_CONFLICT
export_job,packaging,cancel,cancel_requested,owner_or_admin,recent_auth,worker_stop_requested,new_export,EXPORT_CANCEL_CONFLICT
export_job,cancel_requested,finish_cancel,cancelled,worker,safe_boundary_reached,partial_artifacts_erased_and_receipt,new_export,EXPORT_CANCEL_CONFLICT
export_job,packaging,fail,failed,worker,terminal_export_error,error_receipt,new_export,EXPORT_FAILED
numbering_series,active,retire,retired,commercial_or_pto,no_active_terms_reference_no_active_reservation_and_exact_version,retirement_receipt_and_sequence_frozen,new_series,NUMBERING_SERIES_IN_USE
