surface_id,object_type,schema,object_name,release,consumer,db_role,privileges,access_path,rls_policy_family,client_exposed,status,notes
DA-127,table,public,concealment_events,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded append-only closure function,org_role_project_location_state,false,normative,One exact occurrence closure event; cannot erase missing evidence.
DA-128,table,public,variation_subjects,GA,bff,goproceed_app,SELECT|INSERT,Guarded variation version routines,org_role_project_state,false,normative,Exactly one work assignment or evidence target per subject row.
DA-129,table,public,package_decision_items,Pilot,bff_external,goproceed_app,SELECT|INSERT|UPDATE,Guarded tenant decision-set command only,org_role_project_state,false,normative,Pending rows are optimistic-versioned and inert; finalization freezes one exact-version set and the submitted package remains immutable.
DA-130,table,public,invitation_project_scopes,Pilot,bff,goproceed_app,SELECT|INSERT|DELETE,Invitation issue and acceptance transaction,org_role_state,false,normative,Scopes copy atomically to membership and cannot grant owner.
DA-131,table,public,invitation_location_scopes,Pilot,bff,goproceed_app,SELECT|INSERT|DELETE,Invitation issue and acceptance transaction,org_role_project_location_state,false,normative,Location must belong to the invited project and organization.
DA-132,table,public,concealment_event_evidence,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded concealment function,org_role_project_location_state,false,normative,Only exact-subject evidence may support the append-only closure event.
DA-133,table,public,package_decision_sets,Pilot,bff_external,goproceed_app,SELECT|INSERT|UPDATE,Serializable source/save/finalize commands only,org_role_project_state,false,normative,One active aggregate owns separate source and reconciliation receipts; pending saves have no downstream effect.
DA-134,table,public,idempotency_records,Pilot,bff_worker,goproceed_app,SELECT|INSERT,Idempotency middleware only,service_actor_org_state,false,normative,"Request and response hashes are never exposed to product clients. SELECT is actor-scoped and, for a record carrying a workspace, limited to an active member of it since 0089 (DEV-020, BL-103); INSERT likewise (0006). No UPDATE is granted (0003:65); the privileges column said UPDATE until DEV-020."
DA-135,table,public,saved_views,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE|DELETE,Actor-owned BFF endpoint,org_actor_state,false,normative,Only allowlisted filter and sort keys are persisted.
DA-136,table,public,impact_previews,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Guarded preview and consume commands,org_role_project_state,false,normative,Input and dependency hashes bind one short-lived baseline mutation.
DA-137,table,public,assignment_reassignment_receipts,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded reassignment command,org_role_project_location_state,false,normative,Append-only old/new assignee exact versions and offline policy.
DA-138,table,public,review_task_reassignment_receipts,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded review-task reassignment command,org_role_project_location_state,false,normative,Append-only reviewer reassignment with separation-of-duties checks.
DA-139,table,public,assignment_reference_acknowledgements,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded stale-reference acknowledgement command,org_role_project_location_state,false,normative,Does not mutate lifecycle or retarget historical evidence.
DA-140,table,public,package_number_reservations,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Serializable package snapshot function,org_role_project_state,false,normative,Sequence is locked and never reused after consume or void.
DA-141,table,public,subscription_state_previews,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Guarded subscription preview and consume commands,org_owner_state,false,normative,Exact version consequences must be confirmed before cancel or reactivate.
DA-142,table,public,saas_payment_reversals,GA,platform_billing_bff,goproceed_platform_billing,SELECT|INSERT,Guarded platform billing function,platform_billing_actor_context,false,normative,Original settlement is immutable and reversal cannot exceed unreversed amount.
DA-143,table,public,saas_payment_reversals,GA,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Tenant users may view their own reversal receipts but cannot create or alter them.
DA-144,table,public,numbering_series,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Serializable numbering-series command,org_role_project_contract_state,false,normative,Pilot default is listable; GA creation binds exact contract version client operation creator and receipt; server-owned sequence cannot be client reset.
DA-161,table,public,offline_authorization_leases,Pilot,bff_mobile,goproceed_app,SELECT|INSERT|UPDATE,Execution-bundle issue and guarded capture submit,org_actor_project_assignment_state,false,normative,Signed bounded lease proves server-observed authorization without trusting device time.
DA-162,table,public,member_offboarding_previews,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Organization-level preview and atomic revoke command,org_admin_state,false,normative,One hash covers all affected projects and responsibility versions.
DA-163,table,public,member_offboarding_preview_items,Pilot,bff_worker,goproceed_app,SELECT|INSERT,Organization-level preview resolver,org_admin_state,false,normative,Normalized resources include exact replacement resolution and assignment offline policy.
DA-164,table,public,occurrence_trigger_events,Pilot,bff_worker,goproceed_app,SELECT|INSERT,Deterministic occurrence materializer,org_role_project_assignment_state,false,normative,Append-only idempotent once date batch or quantity-threshold trigger receipt.
DA-165,table,public,requirement_waiver_revocations,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded waiver revocation command,org_role_project_state,false,normative,Append-only revocation receipt; the original waiver is never deleted.
DA-166,table,public,capture_authorization_resolutions,Pilot,bff,goproceed_app,SELECT|INSERT,Security exception recovery command,org_security_project_state,false,normative,Manual evidence-backed disposition for first server receipt after lease invalidation with durable client operation and receipt hash.
DA-167,table,public,capture_reporting_date_confirmations,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded reporting-date confirmation,org_role_project_period_state,false,normative,Separates untrusted device claim from authoritative accounting date and preserves a durable reasoned receipt.
DA-168,table,public,period_close_cycles,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Serializable close and reopen commands,org_role_project_period_state,false,normative,One immutable numbered cycle per close attempt preserves reopen history.
DA-169,table,public,package_decision_issues,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Decision reconciliation preflight,org_role_project_state,false,normative,Normalized warning or blocking mismatch; no silent line drop.
DA-170,table,public,member_offboarding_plans,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Cursor-based dependency scan and guarded consume,org_admin_state,false,normative,Long-running organization-wide offboarding plan with exact membership and dependency versions.
DA-171,table,public,member_offboarding_plan_items,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Cursor-based dependency resolver,org_admin_state,false,normative,Normalized responsibilities and explicit replacements policies or blockers.
DA-172,table,public,membership_project_scope_removal_receipts,Pilot,bff,goproceed_app,SELECT|INSERT,Project-scoped access removal command,org_role_project_state,false,normative,Allows scoped managers to remove only their project authorization without global membership revocation.
DA-157,table,public,export_cancellation_receipts,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Fenced export cancellation command and worker completion,org_owner_state,false,normative,Durable one-per-job receipt moves from cancel_requested to cancelled after partial artifact cleanup.
DA-158,table,public,review_decision_corrections,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded review correction command,org_role_project_state,false,normative,Append-only receipt invalidates one current review decision and reopens an exact capture version with a new task.
DA-159,table,app,telegram_erasures,Pilot,operator,none,none,app.erase_telegram_identity (SECURITY DEFINER; EXECUTE goproceed_service); app.apply_communication_retention (SECURITY DEFINER; no EXECUTE grant; pg_cron as owner),none,false,normative,Surrogate registry for erased Telegram identities. Holds subject_key_id with an HMAC under that operator-held erasure key (0085) and a negative surrogate; never the identifier. No role reads it directly.
DA-177,table,app,telegram_erasure_keys,Pilot,operator,none,none,app.erase_telegram_identity (SECURITY DEFINER; EXECUTE goproceed_service),none,false,normative,"One check value per erasure key id, recorded the first time the id is supplied (0085): an HMAC of a fixed label under that key, so the same id with a different secret is refused. Holds no key and no subject; no role reads it directly."
DA-160,table,app,retention_policy,Pilot,operator,none,none,app.apply_communication_retention (SECURITY DEFINER; no EXECUTE grant; pg_cron as owner),none,false,normative,Retention durations per data class; NULL means the class is not retained. A duration lands by migration.
DA-173,function,app,resolve_telegram_linked_member,Pilot,internal_worker,goproceed_service,EXECUTE,SECURITY DEFINER function,service_only,false,normative,"Linked active member (and user) for one Telegram sender in the workspace the service transaction declared (0082). public.memberships carries member-plane policies only, so the service plane cannot read it inline; this is its one bounded lookup for the message-store and choice-callback paths."
DA-174,function,app,claim_telegram_evidence_retries,Pilot,internal_worker,goproceed_service,EXECUTE,SECURITY DEFINER function,service_only,false,normative,"Cross-tenant lease of due provider-download retries (0083), the shape of claim_telegram_media_groups; group lock before attachment lock. The inline scan it replaces declared no workspace and joined four member-plane tables, so it selected nothing."
DA-175,function,app,revalidate_telegram_evidence_retry,Pilot,internal_worker,goproceed_service,EXECUTE,SECURITY DEFINER function,service_only,false,normative,"Recheck of one leased retry's immutable source identity and live authorization boundary immediately before download (0083); refuses any workspace but the one the service transaction declared."
DA-176,function,app,resolve_telegram_evidence_context,Pilot,internal_worker,goproceed_service,EXECUTE,SECURITY DEFINER function,service_only,false,normative,"The candidate requirements a photo may answer: the assignment behind the replied-to card, the sender resolved to an active linked member holding a valid evidence.record grant, and each snapshot occurrence of kind photo or document with its acceptance criterion and its three citation columns. Created by 0068, re-fenced by 0071 and catalogued here in 0084, which is the first migration to re-issue its grants — the row was missing from this file for the whole of its life. 0084 also stopped it composing left(acceptance_criterion,120) as a button label: it returns facts, and the renderer carries the tag and the source (prohibition T)."
DA-178,table,public,readiness_projection,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,project_readiness_view,false,normative,"rp_select: readiness.view or project.admin on the row's project (0045). No route reads it yet; the row was missing from this file (DEV-015)."
DA-179,table,public,readiness_projection,Pilot,internal_worker,goproceed_service,SELECT|INSERT|UPDATE|DELETE,withServiceTx (SELECT inherited from goproceed_app; no writer exists yet),service_declared_workspace,false,normative,"rp_write_server confines every service statement to app.service_workspace() (0086; 0045 had using (true), BL-100). An actor-bearing service transaction still reads through rp_select (BL-101)."
DA-180,table,public,blocked_reasons,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,project_readiness_view,false,normative,"br_select: readiness.view or project.admin on the row's project (0045). No route reads it yet; the row was missing from this file (DEV-015)."
DA-181,table,public,blocked_reasons,Pilot,internal_worker,goproceed_service,SELECT|INSERT|UPDATE|DELETE,withServiceTx (SELECT inherited from goproceed_app; no writer exists yet),service_declared_workspace,false,normative,"br_write_server confines every service statement to app.service_workspace() (0086; 0045 had using (true), BL-100). An actor-bearing service transaction still reads through br_select (BL-101)."
DA-182,table,public,capture_events,Pilot,bff,goproceed_app,INSERT|SELECT,Direct PostgreSQL from BFF,project_capability,false,normative,"ce_select and ce_insert: project.view/project.admin to read; a device-sourced row needs evidence.record and the actor's own intent (0035). The row was missing from this file (DEV-017)."
DA-183,table,public,capture_events,Pilot,internal_worker,goproceed_service,INSERT,withServiceTx from the finalize path (SELECT only through the inherited goproceed_app policies),service_declared_workspace,false,normative,"ce_insert_server admits a server-sourced row only for the workspace the service transaction declared, with the intent bound through app.upload_intent_scope_matches (0087; 0035 asked neither, BL-102)."
DA-184,function,app,upload_intent_scope_matches,Pilot,internal_worker,goproceed_service,EXECUTE,SECURITY DEFINER function evaluated inside ce_insert_server,service_only,false,normative,"Answers one boolean about a (workspace, intent, project) triple the caller already names, so the server's capture event does not depend on the member's live read capability (0087). Revoked from public, anon, authenticated and goproceed_app."
DA-185,function,app,expire_upload_intents,Pilot,internal_worker,goproceed_purge_worker,EXECUTE,"withPurgeWorkerTx from apps/app/src/lib/evidence-purge.ts, run by GET /internal/evidence/purge (Vercel Cron)",service_only,false,normative,"Marks due intents expired (INV-047). Also run every 15 minutes by the pg_cron job upload-intent-expiry as the scheduling superuser. Moved from public by 0090 (DEV-036); revoked from public, anon, authenticated and service_role; goproceed_purge_worker holds nothing else."
DA-186,function,app,claim_upload_purge,Pilot,internal_worker,goproceed_purge_worker,EXECUTE,"withPurgeWorkerTx from apps/app/src/lib/evidence-purge.ts, run by GET /internal/evidence/purge (Vercel Cron)",service_only,false,normative,"SKIP LOCKED claim of up to 200 due rows (expired, orphaned, blocked past retention); a claim older than an hour is reclaimable; every claim and reclaim sets a fresh purge_claim_token and returns it (0091, DEV-037). Moved from public by 0090 (DEV-036); revoked from public, anon, authenticated and service_role; goproceed_purge_worker holds nothing else."
DA-187,function,app,complete_upload_purge,Pilot,internal_worker,goproceed_purge_worker,EXECUTE,"withPurgeWorkerTx from apps/app/src/lib/evidence-purge.ts, run by GET /internal/evidence/purge (Vercel Cron)",service_only,false,normative,"Marks a claimed row purged after the bytes are deleted, only for the holder of its current claim token; returns whether it applied (0091, DEV-037). Moved from public by 0090 (DEV-036); revoked from public, anon, authenticated and service_role; goproceed_purge_worker holds nothing else."
DA-188,function,app,fail_upload_purge,Pilot,internal_worker,goproceed_purge_worker,EXECUTE,"withPurgeWorkerTx from apps/app/src/lib/evidence-purge.ts, run by GET /internal/evidence/purge (Vercel Cron)",service_only,false,normative,"Releases the claim, spends one of five attempts, keeps the reason (no storage key: EvidenceStorageError, DEV-034), only for the holder of its current claim token; returns whether it applied (0091, DEV-037). Moved from public by 0090 (DEV-036); revoked from public, anon, authenticated and service_role; goproceed_purge_worker holds nothing else."
DA-189,function,app,upload_purge_health,Pilot,internal_worker,goproceed_purge_worker,EXECUTE,"withPurgeWorkerTx from apps/app/src/lib/evidence-purge.ts, run by GET /internal/evidence/purge (Vercel Cron)",service_only,false,normative,"Counts only (exhausted, overdue): what the runner alerts on. Moved from public by 0090 (DEV-036); revoked from public, anon, authenticated and service_role; goproceed_purge_worker holds nothing else."
DA-190,function,app,abandon_unauthorized_upload_intent,Pilot,internal_worker,goproceed_service,EXECUTE,"withServiceTx from apps/app/src/lib/evidence/finalize-upload-intent.ts, after the tenant read found no row or refused the membership",service_only,false,normative,"Orphans (orphaned_for_purge, authorization_revoked) an unexpired, unclaimed intent_authorized upload only for its own creator (the transaction's actor) who is no longer an active member with evidence.record and project.view/project.admin; true again for one already orphaned so; false otherwise, so the route answers as before (0092, DEV-038, BL-032). Asserts the session is the service login; locks only the caller's own intent (0094, gp-security S1-01). Revoked from public, anon, authenticated, service_role and goproceed_app."
DA-191,table,public,requirement_reference_image_versions,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,active_workspace_member,false,normative,"0095: immutable licensed product illustrations; reads need active membership; proxy additionally requires occurrence project.view. No browser or BFF write grant. Operator provisioning only."
DA-192,function,app,guard_rule_reference_image,Pilot,trigger_owner,none,TRIGGER,BEFORE INSERT on requirement_rule_versions,invoker,false,normative,"0095: new library rules pin the latest published reference image, or none while none exists, under library advisory lock; no definer privilege. EXECUTE revoked from public anon authenticated."
DA-193,function,app,guard_occurrence_reference_image,Pilot,trigger_owner,none,TRIGGER,BEFORE INSERT on requirement_occurrences,invoker,false,normative,"0095: verifies null-safe equality with the rule pin; tenant composite FKs retain authority for invisible parents. EXECUTE revoked from public anon authenticated."
DA-194,storage,storage,requirement-reference-images,Pilot,bff,server_secret_key,READ_OBJECT,Server-side read by the occurrence-scoped proxy (apps/app/app/v1/occurrences/[occurrenceId]/reference-image),active_member_with_project_view,false,normative,"0095: private bucket of licensed product illustrations; no storage.objects policy for any client; bytes verified against the pinned sha256 and size before serving; operator provisioning only (scripts/reference-image-provision.mjs)."
DA-195,table,public,project_access_grants,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE(revoked_at;version),Direct PostgreSQL from BFF,project_access_admin,false,normative,"pag_select: project.admin on the row's project or the actor's own grant; pag_insert: project.admin, or the creator's bootstrap while the project has no grants; pag_update: project.admin (0011). UPDATE narrowed to revoked_at and version by 0096 (DEV-043); the writers are project_access.revoke and, since DEV-049, project_access.grant's replacement of project.view. Since 0099 (DEV-052, INV-113) a trigger refuses every row-level UPDATE but the revoke and every row-level DELETE, for every role; the owner can still TRUNCATE or disable it. The row was missing from this file (DEV-043)."
DA-196,table,public,project_responsibility_assignments,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,project_access_admin,false,normative,"pra_select: project.view or project.admin on the row's project, or the actor's own assignment; pra_insert: project.admin (0011). Append-only: project_responsibility_assignments_immutable refuses UPDATE and DELETE (0013). The row was missing from this file (DEV-043)."
DA-197,table,public,project_responsibility_assignment_ends,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,project_access_admin,false,normative,"prae_select: project.view or project.admin on the row's project, or the holder of the ended assignment; prae_insert: project.admin, ended_by the actor and ended_at the transaction time (0097, DEV-044). Append-only: project_responsibility_assignment_ends_immutable refuses UPDATE and DELETE; one end per assignment."
DA-198,function,app,active_member_id,Pilot,bff,goproceed_app,EXECUTE,SECURITY DEFINER function evaluated inside the workspace-access *_select policies (inv_*; parties_*; plp_*; olep_*; pc_*; since 0014 their insert and update policies call app.member_role instead) and pag_select; pag_insert; pra_select; m_select_workspace; prae_select; and the other workspace-scoped policies and definer commands that name it (DEV-047 review),active_workspace_member,false,normative,"The caller's active membership id in one workspace, bounded to app.current_actor() (0011). Definer because memberships' own policies would recurse. search_path empty since 0098 (DEV-047, BL-143); pg_catalog, pg_temp since 0101 (DEV-059, BL-152); EXECUTE revoked from public anon authenticated."
DA-199,function,app,has_project_capability,Pilot,bff,goproceed_app,EXECUTE,SECURITY DEFINER function evaluated inside the workspace-access policies (projects_select; projects_update; pp_*; pag_*; pra_*; prae_*) and the project-scoped policies and definer commands that name it (DEV-047 review),project_capability,false,normative,"True when the current actor's active membership holds an unrevoked grant of one of the named capabilities on the project inside its validity window (0011). Definer because project_access_grants' own policies would recurse. search_path empty since 0098 (DEV-047, BL-143); pg_catalog, pg_temp since 0101 (DEV-059, BL-152); EXECUTE revoked from public anon authenticated."
DA-200,function,app,project_has_grants,Pilot,bff,goproceed_app,EXECUTE,SECURITY DEFINER function evaluated inside pag_insert's bootstrap arm,project_access_admin,false,normative,"True when the project has any grant row, revoked or lapsed included, so the creator's first grant is the only bootstrap (0011; BL-137). search_path empty since 0098 (DEV-047, BL-143); pg_catalog, pg_temp since 0101 (DEV-059, BL-152); EXECUTE revoked from public anon authenticated."
DA-201,function,app,guard_project_access_grant,Pilot,trigger_owner,none,TRIGGER,BEFORE UPDATE OR DELETE on project_access_grants,invoker,false,normative,"0099 (DEV-052, BL-138, INV-113): a grant accepts only its revoke (revoked_at null to now(), version unchanged or +1, every other column unchanged) and no row-level DELETE; fires for every role, superusers included; the owner's bypasses are replica mode, DISABLE TRIGGER and TRUNCATE. search_path empty; pg_catalog, pg_temp since 0101 (DEV-059, BL-152); no definer privilege. EXECUTE revoked from public anon authenticated service_role."
DA-202,database,private,postgres,All,none,PUBLIC|goproceed_*,TEMPORARY,none — revoked by 0102,none,false,prohibited-runtime,"No product role holds TEMPORARY on the database since 0102 (DEV-060, BL-155, INV-116): revoked from PUBLIC and from every goproceed_* role and login, so no product session has a temporary schema to search. The Supabase-managed roles that held it through PUBLIC (anon, authenticated, authenticator, pgbouncer, service_role, supabase_auth_admin, supabase_functions_admin, supabase_privileged_role, supabase_read_only_user, supabase_realtime_admin, supabase_replication_admin, supabase_storage_admin, supabase_etl_admin; 0102's NOTICE list on the local stack, 2026-09-24 — the hosted list differs, see DEV-060's Appendix) hold it by direct grant; postgres and dashboard_user held it directly already. The database ACL is outside the schema: pg_dump without --create does not carry it, so technical/database/checks/inv-116-temporary-privilege.sql compares it after every hosted push or restore (infra/README-staging.md §2.3; DEV-071, BL-157)."
